Record_ID,Age,CGPA,Attendance_Percent,Coding_Score,Communication_Score,Projects_Count,Certifications_Count,Technical_Skills,Aptitude_Score,Previous_Internship,Internship_Selected
1325,23,7.74,100.0,55.3,77.0,3.0,2.0,Intermediate,77.6,No,0
1326,20,9.2,72.8,61.8,76.8,4.0,1.0,Advanced,65.9,Yes,1
1327,18,7.36,91.6,52.4,95.1,2.0,1.0,Advanced,91.6,No,1
1328,22,7.36,58.4,77.0,86.7,4.0,0.0,Beginner,58.5,No,0
1329,22,6.02,54.6,60.7,86.6,4.0,2.0,Intermediate,89.2,No,0
1330,20,9.22,77.4,42.1,57.4,1.0,1.0,Intermediate,91.0,No,0
1331,21,4.88,68.1,57.4,68.7,4.0,3.0,Intermediate,76.7,No,0
1332,19,7.33,,57.7,68.9,1.0,1.0,Beginner,76.2,No,0
1333,19,7.58,98.6,77.5,83.3,1.0,4.0,Intermediate,98.5,No,1
1334,21,7.65,91.3,77.9,91.2,3.0,1.0,Intermediate,45.5,No,1
1335,20,7.67,90.1,71.6,79.5,2.0,1.0,Intermediate,49.1,Yes,1
1336,21,7.12,80.2,76.3,81.8,0.0,5.0,Intermediate,59.2,No,1
1337,20,8.91,87.3,68.8,84.5,2.0,0.0,Intermediate,74.9,No,1
1338,23,8.41,69.4,82.4,77.2,3.0,2.0,Intermediate,79.3,No,1
1339,21,8.24,81.4,52.4,52.6,2.0,1.0,Intermediate,36.1,No,1
1340,22,9.76,81.8,92.2,80.1,0.0,2.0,Intermediate,64.0,No,0
1341,19,6.47,93.6,43.5,60.7,1.0,1.0,Intermediate,86.5,No,0
1342,23,6.98,85.7,48.7,60.5,4.0,0.0,Beginner,45.3,No,0
1343,21,7.39,69.8,79.9,81.3,2.0,1.0,Intermediate,52.9,No,0
1344,19,5.78,69.1,70.0,58.2,0.0,2.0,Intermediate,74.7,No,0
1345,19,8.47,96.5,64.1,79.5,2.0,3.0,Beginner,47.5,No,1
1346,19,6.76,68.9,84.6,65.3,2.0,3.0,Advanced,69.8,Yes,0
1347,20,7.31,67.8,93.5,69.7,3.0,2.0,Advanced,67.9,No,1
1348,19,7.62,81.0,,66.1,1.0,2.0,Intermediate,59.8,No,1
1349,18,7.18,60.3,82.0,76.8,0.0,0.0,Intermediate,50.2,No,1
1350,20,6.17,61.8,72.0,66.7,4.0,3.0,Intermediate,71.4,No,0
1351,19,7.53,86.1,43.7,66.6,2.0,3.0,Advanced,38.6,Yes,1
1352,20,6.01,84.3,70.2,75.8,0.0,2.0,Intermediate,50.1,No,0
1353,21,7.23,83.0,83.2,67.7,2.0,5.0,Intermediate,88.2,No,1
1354,20,6.76,100.0,60.3,46.5,2.0,1.0,Intermediate,75.2,Yes,0
1355,18,7.81,86.7,90.4,62.0,2.0,2.0,Intermediate,83.1,No,0
1356,22,7.76,90.6,70.6,57.1,2.0,2.0,Intermediate,64.9,No,0
1357,20,6.89,65.8,83.7,77.5,2.0,3.0,Intermediate,86.9,No,1
1358,19,7.86,74.8,69.1,75.6,3.0,1.0,Advanced,74.6,No,0
1359,22,7.92,67.3,69.1,78.8,1.0,1.0,Beginner,61.0,Yes,0
1360,21,7.88,81.2,77.1,78.4,2.0,3.0,Intermediate,82.5,No,0
1361,20,5.68,82.8,45.6,85.1,2.0,1.0,Intermediate,74.0,Yes,0
1362,20,4.5,73.2,,72.0,3.0,0.0,Beginner,49.1,No,0
1363,18,7.12,77.7,84.7,79.9,2.0,0.0,Intermediate,70.7,No,0
1364,19,4.82,85.6,69.3,73.7,5.0,4.0,Intermediate,63.4,No,1
1365,21,7.52,81.8,60.6,68.5,1.0,1.0,Advanced,79.0,Yes,1
1366,18,5.6,85.4,72.9,41.6,3.0,1.0,Advanced,79.1,No,0
1367,20,7.64,76.8,97.6,71.8,3.0,4.0,Intermediate,60.2,Yes,1
1368,21,5.96,70.2,37.0,76.2,4.0,1.0,Beginner,48.4,No,0
1369,21,5.05,67.0,68.5,68.5,3.0,2.0,Intermediate,95.5,Yes,1
1370,21,5.08,68.3,62.0,66.7,2.0,2.0,Intermediate,67.7,Yes,1
1371,19,7.39,84.7,52.4,72.7,0.0,3.0,Intermediate,94.2,No,0
1372,20,5.02,83.4,98.7,49.8,3.0,2.0,Intermediate,86.2,No,1
1373,19,,75.0,63.2,77.2,0.0,3.0,Beginner,65.3,No,0
1374,21,7.41,79.3,84.9,75.8,0.0,4.0,Advanced,57.4,Yes,1
1375,19,8.69,60.9,48.0,100.0,2.0,2.0,Advanced,65.2,No,1
1376,20,8.62,79.2,44.9,57.6,2.0,2.0,Intermediate,77.9,No,1
1377,22,8.74,81.5,32.5,53.4,1.0,2.0,Intermediate,60.9,No,0
1378,18,5.95,67.2,82.5,100.0,0.0,1.0,Advanced,68.4,Yes,0
1379,22,6.71,83.1,100.0,100.0,2.0,1.0,Intermediate,80.2,No,1
1380,21,8.02,66.7,84.0,73.0,3.0,2.0,Advanced,65.7,No,0
1381,21,6.66,84.3,62.4,66.0,1.0,0.0,Beginner,56.5,No,0
1382,20,7.33,78.9,57.7,47.0,0.0,0.0,Beginner,76.3,No,0
1383,21,5.77,87.7,70.4,64.8,3.0,8.0,Beginner,91.6,Yes,1
1384,23,7.72,87.4,72.7,73.8,5.0,2.0,Intermediate,95.4,Yes,1
1385,19,7.22,94.4,42.2,78.0,5.0,3.0,Advanced,55.0,No,1
1386,18,6.04,73.6,94.3,95.5,1.0,1.0,Advanced,54.1,,1
1387,20,8.56,87.4,66.2,72.4,1.0,1.0,Intermediate,25.0,No,1
1388,19,5.97,74.8,82.6,87.3,2.0,3.0,,51.6,No,0
1389,22,7.8,78.8,100.0,62.2,1.0,2.0,Advanced,72.5,No,0
1390,21,8.39,77.0,95.6,91.4,2.0,1.0,Beginner,52.7,No,1
1391,19,7.16,68.5,51.9,55.8,1.0,0.0,Intermediate,75.8,Yes,0
1392,20,7.11,80.2,52.5,79.7,1.0,1.0,Intermediate,73.5,Yes,0
1393,20,8.3,91.4,42.3,63.4,1.0,1.0,Intermediate,57.8,No,0
1394,23,8.64,75.1,87.3,75.9,2.0,0.0,Intermediate,84.0,No,1
1395,20,7.11,90.1,42.2,80.2,2.0,5.0,Beginner,47.2,No,0
1396,20,6.51,49.3,76.1,73.7,1.0,1.0,Intermediate,57.5,No,0
1397,20,5.97,96.0,56.4,41.7,2.0,2.0,Intermediate,80.9,No,1
1398,21,6.46,65.4,68.6,87.6,0.0,1.0,Intermediate,52.5,No,0
1399,22,8.84,83.1,56.1,82.6,4.0,,Intermediate,58.1,No,1
1400,21,5.28,93.9,57.0,78.9,1.0,2.0,Intermediate,75.2,No,0
1401,20,6.44,62.0,83.0,65.4,5.0,1.0,Beginner,77.2,No,0
1402,19,5.69,82.3,72.8,55.2,2.0,3.0,Intermediate,51.6,No,0
1403,20,6.15,93.0,65.3,66.0,2.0,3.0,Beginner,74.4,Yes,0
1404,20,7.27,79.4,79.4,48.0,3.0,3.0,Advanced,56.2,No,1
1405,21,7.08,76.9,48.3,55.4,4.0,2.0,Beginner,46.2,No,0
1406,23,6.72,78.4,74.0,83.1,3.0,2.0,Intermediate,80.0,No,1
1407,22,7.24,80.9,54.1,30.0,4.0,1.0,Advanced,68.6,Yes,1
1408,21,7.39,84.3,68.5,77.9,1.0,0.0,Intermediate,59.0,Yes,1
1409,22,5.5,84.3,71.5,53.7,1.0,1.0,Intermediate,74.3,No,1
1410,21,7.31,71.2,83.1,79.6,0.0,0.0,Intermediate,61.3,No,0
1411,23,6.34,73.5,55.5,64.5,2.0,0.0,Intermediate,71.2,No,0
1412,20,6.47,88.2,65.6,73.1,3.0,1.0,Beginner,54.6,Yes,0
1413,19,6.54,94.2,41.8,51.3,2.0,1.0,Advanced,64.9,Yes,0
1414,21,5.81,77.2,67.8,67.3,0.0,,Beginner,44.3,No,0
1415,23,5.21,74.8,86.4,85.8,3.0,1.0,Advanced,75.8,Yes,1
1416,18,7.02,83.4,100.0,73.7,5.0,2.0,Advanced,44.5,No,1
1417,21,7.64,89.2,69.1,56.9,2.0,3.0,Intermediate,73.2,No,0
1418,20,6.63,80.1,47.5,82.0,2.0,0.0,Advanced,64.0,No,0
1419,20,5.71,79.8,84.0,57.4,2.0,2.0,Advanced,43.3,No,0
1420,22,7.53,88.4,65.4,86.6,2.0,0.0,Intermediate,64.5,No,0
1421,20,8.46,83.8,74.6,65.6,3.0,1.0,Intermediate,94.6,No,0
1422,21,7.05,90.2,79.5,74.9,1.0,1.0,Intermediate,73.0,No,1
1423,20,9.0,79.4,78.1,58.4,2.0,1.0,Intermediate,73.2,No,1
1424,22,6.83,76.1,44.3,83.0,1.0,2.0,Intermediate,77.5,No,0
1425,20,7.45,75.2,73.5,87.3,4.0,0.0,Intermediate,62.1,No,1
1426,19,7.04,65.1,49.7,72.4,1.0,1.0,Intermediate,57.3,No,0
1427,20,8.0,84.4,81.0,69.1,3.0,0.0,Advanced,83.6,,1
1428,20,7.66,72.6,95.0,37.5,1.0,2.0,Beginner,36.6,No,0
1429,22,8.15,95.0,76.3,97.7,4.0,2.0,Advanced,86.4,No,1
1430,20,7.35,68.3,31.5,65.0,3.0,1.0,Advanced,38.4,No,0
1431,19,8.15,78.2,81.8,69.0,3.0,0.0,Advanced,46.3,No,1
1432,20,8.16,69.3,61.8,100.0,3.0,0.0,Intermediate,69.0,No,1
1433,21,6.98,77.7,85.3,73.1,0.0,1.0,Intermediate,66.9,No,1
1434,20,6.73,66.9,100.0,49.6,4.0,1.0,Advanced,44.3,Yes,0
1435,20,5.18,66.7,88.0,68.6,1.0,2.0,Beginner,49.3,No,0
1436,21,8.38,76.7,59.0,81.6,3.0,1.0,Intermediate,77.1,No,1
1437,18,7.49,84.6,45.3,60.8,1.0,0.0,Intermediate,69.2,No,0
1438,19,6.24,95.7,69.2,61.7,1.0,0.0,Intermediate,63.6,No,1
1439,21,7.78,94.3,55.2,50.8,3.0,0.0,Beginner,72.2,No,0
1440,22,9.02,64.5,94.7,42.3,1.0,1.0,Intermediate,67.2,No,1
1441,22,7.82,74.6,83.9,66.0,1.0,1.0,Beginner,81.2,Yes,0
1442,21,7.95,100.0,55.6,45.7,2.0,5.0,Beginner,64.7,No,0
1443,23,8.35,72.3,83.5,100.0,3.0,4.0,Intermediate,65.8,No,1
1444,22,7.67,75.1,59.1,50.5,3.0,,Advanced,51.0,Yes,1
1445,21,8.37,72.2,85.2,64.3,2.0,0.0,Intermediate,74.3,No,0
1446,21,6.6,84.2,61.8,73.3,0.0,2.0,Intermediate,56.4,No,0
1447,22,7.01,88.8,82.5,73.9,2.0,2.0,Intermediate,58.0,Yes,0
1448,22,5.6,79.7,56.2,58.0,2.0,0.0,Advanced,100.0,No,0
1449,19,6.86,70.7,42.2,73.8,2.0,2.0,Beginner,73.3,No,1
1450,22,7.0,87.6,47.1,80.7,1.0,0.0,Advanced,87.2,No,0
1451,21,6.74,80.1,61.3,54.2,4.0,0.0,Beginner,52.6,No,0
1452,18,6.9,63.7,67.1,91.7,1.0,3.0,Intermediate,52.7,No,0
1453,19,5.41,68.2,41.2,68.3,1.0,1.0,Intermediate,27.3,Yes,0
1454,21,7.14,92.0,66.5,53.1,2.0,2.0,Intermediate,97.3,No,1
1455,20,8.26,93.8,80.6,53.4,0.0,1.0,Advanced,55.2,No,0
1456,22,8.14,77.9,82.3,51.9,0.0,2.0,Beginner,84.9,Yes,0
1457,21,7.1,86.9,59.5,90.6,3.0,1.0,Intermediate,63.5,No,0
1458,23,7.97,,42.3,88.2,4.0,2.0,Intermediate,59.2,No,0
1459,21,6.97,74.4,100.0,77.8,4.0,0.0,Intermediate,34.6,No,1
1460,19,7.84,75.1,43.7,59.5,2.0,0.0,Beginner,89.6,Yes,0
1461,22,7.65,83.3,68.4,100.0,0.0,0.0,Advanced,56.9,Yes,1
1462,21,7.1,86.1,94.2,54.8,3.0,1.0,Intermediate,,No,1
1463,19,5.3,67.5,62.0,59.3,2.0,2.0,Advanced,75.2,No,0
1464,20,4.93,75.2,68.5,78.6,4.0,0.0,Intermediate,33.6,No,1
1465,19,7.78,86.3,60.5,91.5,4.0,1.0,Intermediate,64.8,No,1
1466,20,6.16,94.9,68.8,38.4,2.0,2.0,Intermediate,84.6,No,0
1467,21,7.96,75.3,76.8,76.4,2.0,2.0,Intermediate,81.8,No,0
1468,20,9.29,70.1,71.9,58.7,2.0,3.0,Beginner,56.2,No,0
1469,21,8.01,72.5,52.4,52.5,3.0,2.0,Beginner,62.4,No,1
1470,22,6.97,73.5,81.6,75.5,4.0,3.0,Intermediate,93.3,No,1
1471,21,8.23,76.8,88.2,63.2,2.0,1.0,Advanced,69.3,No,1
1472,19,8.86,63.5,44.5,72.0,3.0,3.0,Advanced,70.2,No,1
1473,20,7.16,86.7,49.2,38.4,1.0,0.0,Intermediate,78.1,Yes,0
1474,20,8.48,54.7,68.7,76.1,0.0,1.0,Intermediate,78.8,,0
1475,20,7.47,59.9,73.0,86.5,1.0,2.0,Intermediate,86.6,No,1
1476,22,7.7,71.3,86.4,51.4,3.0,1.0,Advanced,60.2,No,0
1477,20,6.08,84.5,74.3,55.9,7.0,1.0,Beginner,68.2,No,0
1478,21,6.94,69.5,60.3,79.6,2.0,2.0,Intermediate,55.4,No,0
1479,20,6.37,82.0,90.2,88.6,2.0,2.0,Beginner,59.8,No,0
1480,22,6.89,78.7,70.3,78.3,3.0,1.0,Advanced,76.1,Yes,0
1481,19,6.48,59.3,82.1,88.6,2.0,1.0,Beginner,90.4,No,0
1482,20,7.99,91.6,55.5,35.5,3.0,1.0,Advanced,35.4,No,1
1483,21,6.08,76.3,75.0,54.7,1.0,0.0,Beginner,46.4,No,0
1484,20,6.45,78.8,79.0,75.0,1.0,1.0,Intermediate,58.3,No,0
1485,20,7.5,62.4,100.0,75.1,0.0,2.0,Advanced,66.1,Yes,0
1486,19,6.83,76.7,56.0,66.5,1.0,1.0,Intermediate,81.1,Yes,1
1487,23,6.55,87.7,79.1,56.3,,0.0,Beginner,67.4,Yes,0
1488,21,8.46,75.3,82.8,67.6,4.0,2.0,Advanced,,No,1
1489,21,6.89,68.4,77.7,49.7,1.0,4.0,Advanced,49.9,No,1
1490,22,8.68,77.4,62.3,59.2,2.0,0.0,Intermediate,90.0,Yes,0
1491,20,6.11,77.7,65.6,43.0,3.0,1.0,Beginner,69.7,Yes,0
1492,23,4.5,87.8,71.5,47.6,2.0,1.0,Intermediate,60.5,No,0
1493,19,7.26,90.4,76.4,69.9,2.0,2.0,INTERMEDIATE,66.0,No,1
1494,23,7.32,91.0,92.5,83.3,2.0,0.0,Intermediate,75.8,,1
1495,21,8.79,78.5,79.2,60.5,2.0,2.0,Intermediate,54.0,Yes,0
1496,20,6.16,97.4,49.9,64.5,1.0,1.0,Intermediate,68.9,No,0
1497,20,7.38,56.1,40.2,,4.0,1.0,Intermediate,63.8,No,0
1498,19,6.07,85.1,69.0,46.3,2.0,0.0,Intermediate,84.8,No,0
1499,23,7.6,74.4,68.2,54.8,0.0,2.0,Intermediate,54.3,No,0
1500,19,8.22,58.6,78.8,70.3,,0.0,Beginner,25.2,Yes,0
1501,22,7.45,67.5,68.2,65.5,1.0,1.0,Intermediate,100.0,No,0
1502,18,6.38,,51.6,75.3,3.0,1.0,Intermediate,59.4,No,1
1503,21,7.52,80.8,57.5,64.4,2.0,2.0,Intermediate,71.2,No,0
1504,22,8.73,73.6,61.4,89.8,2.0,3.0,Intermediate,56.2,Yes,0
1505,19,8.13,80.8,49.6,71.6,6.0,0.0,Beginner,37.1,No,1
1506,23,6.59,72.0,56.9,85.9,4.0,1.0,Beginner,70.0,Yes,0
1507,20,5.84,85.5,68.2,69.5,4.0,0.0,Advanced,59.2,No,1
1508,19,7.23,81.5,59.2,54.4,3.0,1.0,Intermediate,73.3,No,0
1509,20,8.08,66.0,73.2,79.3,3.0,0.0,Beginner,42.1,No,0
1510,23,7.47,80.1,76.6,75.9,2.0,0.0,Intermediate,74.1,No,0
1511,19,6.38,87.2,76.2,63.3,3.0,1.0,Intermediate,71.2,No,1
1512,21,6.3,70.3,69.7,51.6,3.0,3.0,Intermediate,54.5,No,1
1513,19,7.92,62.5,59.0,48.2,2.0,2.0,Advanced,67.9,Yes,1
1514,21,7.09,72.9,49.9,62.2,2.0,1.0,Advanced,45.9,No,0
1515,19,5.92,85.1,81.9,61.7,3.0,2.0,Advanced,78.4,No,1
1516,23,6.38,73.1,72.3,67.7,2.0,0.0,Intermediate,81.2,No,0
1517,22,7.75,85.5,80.9,67.8,1.0,2.0,Intermediate,60.8,No,0
1518,23,7.63,60.8,56.5,64.6,2.0,2.0,Advanced,58.1,No,0
1519,22,6.69,67.5,68.7,56.1,4.0,1.0,Intermediate,65.2,No,1
1520,20,7.71,82.9,43.5,83.4,1.0,0.0,Intermediate,,Yes,1
1521,20,6.86,81.1,71.6,84.9,1.0,2.0,Beginner,49.9,No,0
1522,20,5.94,75.1,52.1,84.8,2.0,3.0,Intermediate,83.1,No,0
1523,20,8.15,70.9,51.1,79.2,1.0,1.0,INTERMEDIATE,64.5,Yes,1
1524,19,6.9,87.8,66.4,74.6,2.0,1.0,Advanced,57.8,No,1
1525,23,6.73,75.3,60.7,100.0,3.0,2.0,Advanced,52.0,Yes,1
1526,20,9.15,95.5,63.9,79.3,5.0,1.0,Intermediate,78.2,No,1
1527,20,8.48,77.9,56.8,62.2,4.0,0.0,Intermediate,78.2,No,0
1528,22,7.54,78.3,78.8,49.3,3.0,3.0,Intermediate,57.8,Yes,1
1529,20,5.74,72.5,78.3,81.7,2.0,0.0,Beginner,46.4,No,0
1530,20,8.07,90.4,73.4,68.5,4.0,1.0,Intermediate,76.8,No,1
1531,21,7.19,63.2,74.5,62.1,2.0,3.0,Intermediate,56.4,Yes,1
1532,21,6.61,86.5,61.5,72.9,1.0,0.0,Advanced,64.3,Yes,1
1533,20,5.26,74.0,99.9,56.2,0.0,0.0,Advanced,96.4,No,1
1534,19,9.09,64.9,87.8,59.4,1.0,1.0,Intermediate,60.6,No,1
1535,21,5.8,80.3,66.0,56.6,5.0,3.0,Advanced,46.6,No,0
1536,19,8.69,68.4,73.9,61.8,0.0,2.0,Advanced,65.8,No,1
1537,21,7.33,92.6,44.0,81.6,3.0,2.0,Intermediate,62.7,no,0
1538,21,6.09,71.7,51.3,55.9,1.0,2.0,Intermediate,,No,0
1539,21,7.83,65.7,80.3,76.2,0.0,1.0,Advanced,49.4,Yes,1
1540,20,6.33,64.4,95.1,66.5,2.0,0.0,Intermediate,83.0,Yes,1
1541,20,6.28,95.2,90.9,47.2,2.0,2.0,Intermediate,75.4,Yes,1
1542,19,7.04,80.4,62.5,87.2,0.0,1.0,Beginner,67.0,No,0
1543,21,6.82,72.8,70.1,80.5,5.0,0.0,Intermediate,79.8,No,0
1544,21,6.2,85.6,53.8,58.6,3.0,1.0,Advanced,48.3,Yes,0
1545,21,7.27,77.4,62.2,73.2,3.0,1.0,Intermediate,67.9,No,0
1546,23,7.72,77.5,89.9,55.5,1.0,2.0,Beginner,68.1,No,1
1547,22,8.26,88.9,66.8,81.1,2.0,1.0,Advanced,85.3,No,1
1548,20,6.24,86.2,56.1,72.9,2.0,3.0,Advanced,69.9,No,0
1549,21,6.91,60.3,64.5,75.6,7.0,5.0,Intermediate,69.5,No,1
1550,21,5.81,78.6,47.8,56.7,2.0,2.0,Intermediate,78.1,No,1
1551,20,8.5,87.7,,68.8,1.0,5.0,Advanced,82.2,No,0
1552,19,8.48,81.6,84.2,64.1,3.0,1.0,Intermediate,52.5,No,1
1553,20,6.8,79.8,87.0,66.5,1.0,1.0,Advanced,76.1,No,0
1554,19,8.78,55.0,35.8,70.5,1.0,2.0,Intermediate,39.5,No,0
1555,21,6.58,90.0,65.1,40.3,1.0,1.0,Intermediate,62.6,Yes,0
1556,21,6.47,70.5,65.6,73.0,4.0,4.0,Advanced,64.2,No,0
1557,19,6.56,78.3,100.0,66.1,3.0,1.0,Intermediate,97.9,No,1
1558,19,7.16,,47.6,58.8,3.0,6.0,Intermediate,56.3,Yes,1
1559,19,7.49,89.9,72.9,93.2,1.0,1.0,Intermediate,58.7,Yes,0
1560,21,6.83,69.5,64.1,92.7,1.0,1.0,Intermediate,90.1,No,0
1561,23,7.75,82.9,77.8,,2.0,3.0,Intermediate,33.4,No,0
1562,19,7.7,73.4,59.8,57.5,3.0,2.0,Intermediate,70.3,Yes,1
1563,19,8.85,77.3,53.5,81.0,3.0,1.0,Intermediate,66.1,No,1
1564,21,6.47,79.1,73.4,60.5,1.0,2.0,Intermediate,26.8,Yes,0
1565,20,8.16,90.3,75.6,67.8,6.0,1.0,Advanced,72.1,Yes,1
1566,21,7.19,73.2,61.6,65.3,2.0,1.0,Beginner,74.3,No,0
1567,20,8.08,96.0,80.2,73.9,0.0,2.0,Advanced,44.9,No,1
1568,21,7.86,82.1,81.1,63.4,3.0,2.0,Beginner,82.6,Yes,1
1569,21,5.11,52.5,79.9,70.8,2.0,3.0,Intermediate,67.9,No,1
1570,21,7.72,77.7,69.7,67.0,2.0,1.0,Advanced,81.4,No,0
1571,21,5.85,59.3,83.8,62.8,3.0,0.0,Beginner,76.6,Yes,0
1572,21,7.94,82.0,91.5,72.9,2.0,3.0,Beginner,59.8,No,1
1573,21,7.67,78.3,49.6,63.4,2.0,1.0,Advanced,82.6,No,1
1574,20,7.12,78.4,62.3,52.1,0.0,0.0,Intermediate,66.7,No,0
1575,20,8.02,100.0,67.6,68.7,7.0,2.0,Intermediate,68.2,No,1
1576,20,7.82,73.9,63.8,56.2,3.0,0.0,Intermediate,67.3,No,0
1577,18,8.58,82.9,67.8,77.5,2.0,2.0,Intermediate,67.4,Yes,1
1578,18,5.95,100.0,61.4,67.6,3.0,3.0,Beginner,81.0,No,0
1579,20,8.13,90.5,35.0,64.7,0.0,3.0,Intermediate,93.5,No,1
1580,21,6.63,,55.5,87.7,2.0,1.0,Intermediate,60.1,No,1
1581,21,7.31,83.9,31.4,70.3,3.0,1.0,,65.3,No,0
1582,20,6.99,76.3,95.8,70.7,2.0,2.0,Beginner,72.4,No,0
1583,20,7.18,87.6,61.4,88.7,3.0,0.0,Advanced,78.0,No,0
1584,22,7.74,65.4,47.1,80.6,2.0,2.0,Intermediate,55.0,No,0
1585,21,7.08,80.2,30.1,76.7,1.0,0.0,Advanced,93.9,No,0
1586,21,5.85,70.5,82.6,80.3,4.0,1.0,Advanced,71.3,No,1
1587,22,9.46,83.6,72.9,68.7,3.0,2.0,Advanced,43.1,No,0
1588,23,7.42,93.1,35.8,66.9,2.0,1.0,Intermediate,57.0,No,0
1589,21,7.05,63.9,60.2,50.1,0.0,1.0,Intermediate,91.2,No,1
1590,23,8.34,78.9,68.5,58.3,5.0,0.0,Intermediate,38.6,No,0
1591,18,6.96,83.3,65.2,61.0,1.0,1.0,Intermediate,68.8,No,0
1592,21,6.71,71.7,70.5,84.2,2.0,3.0,Intermediate,71.1,No,1
1593,19,9.14,80.5,73.5,58.7,1.0,1.0,Intermediate,57.2,Yes,0
1594,19,6.98,86.9,67.8,73.2,1.0,2.0,Advanced,73.0,Yes,1
1595,20,9.06,81.3,45.2,75.1,2.0,1.0,Intermediate,44.2,No,0
1596,19,9.64,73.2,86.9,74.9,2.0,2.0,Intermediate,96.2,No,1
1597,21,5.96,89.5,67.7,84.1,4.0,3.0,Intermediate,89.7,No,1
1598,20,5.67,96.3,62.2,52.2,,4.0,Beginner,76.1,No,0
1599,19,7.21,80.4,68.2,91.0,3.0,1.0,Intermediate,67.5,Yes,1
1600,19,8.45,90.5,73.3,55.0,4.0,1.0,Intermediate,53.6,no,0
1601,18,6.53,82.2,47.2,66.7,3.0,2.0,Beginner,58.9,Yes,0
1602,23,6.7,64.6,62.5,77.3,2.0,0.0,Intermediate,57.0,Yes,1
1603,23,5.78,87.8,66.7,65.7,0.0,1.0,Beginner,63.9,No,0
1604,19,8.62,,73.3,54.3,2.0,0.0,Intermediate,77.0,No,1
1605,21,6.41,92.6,96.9,38.1,3.0,0.0,Advanced,51.0,No,0
1606,18,6.26,77.3,65.8,67.0,1.0,2.0,Beginner,83.2,No,0
1607,20,8.23,100.0,72.9,90.6,2.0,1.0,Intermediate,42.8,,1
1608,21,8.02,85.6,73.9,87.7,4.0,0.0,Intermediate,69.1,No,1
1609,19,7.39,78.7,60.9,39.6,1.0,0.0,Intermediate,71.7,No,0
1610,20,6.17,65.0,73.1,74.3,3.0,3.0,Intermediate,77.1,Yes,1
1611,19,6.91,68.9,58.5,75.0,0.0,1.0,Intermediate,73.7,No,0
1612,19,6.58,71.5,97.9,54.0,2.0,3.0,Beginner,63.2,No,0
1613,18,6.97,64.4,91.3,54.7,1.0,0.0,Intermediate,54.6,Yes,0
1614,20,8.45,97.6,69.7,60.7,2.0,2.0,Beginner,78.0,No,0
1615,20,7.75,86.9,66.8,57.2,3.0,2.0,Intermediate,82.5,Yes,0
1616,20,5.93,55.1,63.1,62.5,1.0,1.0,Intermediate,71.0,No,0
1617,19,5.71,78.8,75.4,57.4,3.0,2.0,Intermediate,57.5,No,0
1618,20,7.6,81.5,38.4,82.1,2.0,3.0,Intermediate,62.7,No,1
1619,18,7.82,78.8,63.1,60.0,1.0,2.0,Intermediate,79.0,No,1
1620,20,6.52,100.0,62.2,61.4,4.0,2.0,Advanced,45.3,No,1
1621,21,6.19,70.9,68.5,42.4,1.0,1.0,Beginner,50.1,Yes,0
1622,21,5.49,96.7,69.1,67.6,1.0,1.0,Intermediate,46.7,Yes,0
1623,24,8.04,77.1,56.5,60.1,3.0,3.0,Advanced,67.0,Yes,1
1624,20,7.79,100.0,76.9,47.4,4.0,1.0,Intermediate,58.2,No,1
1625,23,7.73,45.3,93.3,57.3,3.0,1.0,Beginner,59.3,No,1
1626,22,7.84,80.7,74.2,67.4,1.0,2.0,Advanced,75.7,No,0
1627,19,6.72,100.0,71.5,75.5,1.0,5.0,Intermediate,69.6,No,0
1628,20,7.34,84.8,71.2,91.9,4.0,2.0,Intermediate,66.4,Yes,1
1629,19,6.66,65.3,73.6,100.0,2.0,1.0,Beginner,60.5,Yes,0
1630,21,6.71,58.6,,66.8,1.0,4.0,Intermediate,42.5,,0
1631,21,4.95,69.4,55.6,50.9,3.0,0.0,Intermediate,64.6,No,0
1632,23,7.12,64.8,68.7,70.3,5.0,1.0,Intermediate,73.7,No,1
1633,18,7.72,63.0,78.5,58.4,5.0,2.0,Advanced,92.3,No,1
1634,20,8.03,97.0,74.9,69.9,4.0,0.0,Intermediate,49.6,No,1
1635,20,6.11,78.0,69.3,80.9,1.0,3.0,Advanced,60.8,No,0
1636,21,8.92,67.9,25.0,71.8,1.0,0.0,Advanced,65.2,No,0
1637,20,8.59,65.5,74.9,73.3,4.0,5.0,Intermediate,66.8,No,0
1638,20,6.41,62.8,73.4,68.8,2.0,1.0,Intermediate,74.3,No,0
1639,19,6.53,84.1,88.1,57.0,1.0,2.0,Intermediate,73.3,No,0
1640,23,8.03,81.2,92.3,54.6,1.0,4.0,Intermediate,89.3,No,1
1641,20,7.13,69.2,53.8,52.7,3.0,2.0,Advanced,69.6,No,0
1642,20,6.7,96.7,68.0,78.8,0.0,2.0,Beginner,90.1,Yes,0
1643,19,6.61,68.0,53.9,64.9,0.0,1.0,Advanced,62.4,Yes,0
1644,20,6.97,70.9,54.1,78.2,2.0,2.0,Intermediate,52.6,No,1
1645,20,8.52,80.4,80.7,62.7,4.0,0.0,Beginner,67.0,No,0
1646,19,6.75,66.1,70.1,65.4,3.0,2.0,Intermediate,39.9,No,0
1647,20,7.1,82.8,82.4,74.3,0.0,3.0,Advanced,64.3,No,0
1648,22,8.26,62.3,48.0,69.0,1.0,1.0,Intermediate,55.2,No,0
1649,22,8.73,68.7,66.3,54.5,0.0,2.0,Advanced,53.4,No,1
